[header]
width=50
height=20
tilewidth=21
tileheight=21
orientation=orthogonal

[tilesets]
tileset=sheet.png,21,21,0,0

[Objects]
# PLAYER
type=PLAYER
location=1,16,1,1

[Objects]
# ENEMY
type=ENEMY
location=18,16,1,1

[layer]
type=Map
data=
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,810,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,95,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,124,124,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,124,124,204,204,204,204,204,204,204,204,204,204,95,204,204,204,204,204,
204,204,204,204,204,204,204,204,204,204,204,204,204,124,124,153,153,204,204,204,204,204,204,204,204,204,204,204,204,124,124,204,204,204,204,204,204,204,204,204,204,204,204,0,95,204,204,204,204,204,
256,204,204,204,204,204,204,204,204,204,204,124,124,153,153,153,153,204,204,204,204,204,204,204,204,204,124,124,204,204,204,204,204,204,204,204,204,204,204,204,204,254,169,0,95,204,204,204,204,204,
124,124,124,124,124,124,124,124,124,124,124,153,153,153,153,153,153,124,124,124,124,124,124,124,124,204,204,204,204,204,204,204,204,204,204,124,124,124,124,124,124,124,124,124,124,204,204,204,204,204,
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,204,204,204,204,204,204,204,204,204,204,153,153,153,153,153,153,153,153,153,153,204,204,204,204,204,
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,204,204,204,204,204,204,204,204,204,204,153,153,153,153,153,153,153,153,153,153,204,204,204,204,204,
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,204,204,204,204,204,204,204,204,204,204,153,153,153,153,153,153,153,153,153,153,204,204,204,204,204

